psi_token,phone,email,credit_score,annual_income,debt_to_income_ratio,credit_history_months,num_credit_cards,mortgage_balance,savings_balance,num_late_payments_12m,credit_utilization,age,avg_monthly_balance,num_transactions_3m,overdraft_count_12m,loan_approval_rate,default_label
27998022d2ae63f18e7b0fbcc7378c1dd5bbf9ecb0c82d37b0720127fba9fc9e,13679107938,user24_492@163.com,658,125556,0.5880621487770714,39,5,18911.12394474442,22559.481839109936,0,0.23824294774183233,18,462.39144191187944,55,0,0.5981396007387613,0
d440655459471a11b6aa84c8b7a890000a027ded6d3212f9ffcaf77395a015e3,13980352484,user25_790@qq.com,598,20000,0.5784158260416375,35,4,85709.14880798866,73256.00223680816,1,0.384962262207446,52,23705.646070706473,43,0,0.26090044552408476,1
38dffd3c052f6f28d431d94a3e3e2398cd4bbe27caf50e4bd4fe459607fa0fe4,13361167019,user26_833@outlook.com,710,27644,0.14228918543047267,69,3,218141.48702083973,63431.90793940462,2,0.37508625039515175,41,6581.022602663303,50,0,0.2227079517455606,0
c7ee46335786dbe6650e211f211a629963af632a74eb47fcd8dd5372d8898d3b,13673747892,user27_754@gmail.com,742,31848,0.3468745246214537,1,1,79142.36672886541,5593.104218153224,0,0.2820287163320505,24,499.7074818543191,55,0,0.6750147045805976,0
c12d85753a0fadd12675a332fdbfe528670138485acf6bf33c27c29c47d04674,13376684157,user28_895@163.com,680,52662,0.2603252918029962,53,3,100267.72379521732,2611.401160900723,0,0.4853937187218046,18,2666.7332387401757,35,0,0.37628452560162584,0
47842913f281a4e82072583f9e086e6797e6fff747b0cd498a2ec76559f73fd9,13936934627,user29_439@gmail.com,528,80070,0.14897155791886796,77,5,514071.5159128661,1089.9456293862802,0,0.8497656092219462,39,2025.660670546094,43,1,0.8258553312527463,0
e630c38282bb6a6c2350a4fc420ea4c1718350641e1ebe85b778d4368664aa25,13965928392,user30_484@qq.com,624,31968,0.10566590754604253,0,2,308106.1731375185,44079.973740716705,0,0.5165231102517664,40,19171.153100085932,52,0,0.7999356792382788,0
40dbc243cbb3ee5a107384b4a255e7d270583a514db6770db812ca763280e76e,13868648526,user31_809@gmail.com,659,21814,0.3188503778935749,29,3,396129.1737690998,7168.981867662408,0,0.5471205469624911,30,3182.3460185781228,32,0,0.5772515579399975,1
4ac97ce3b812ecc984eae10abb4cc55a5c1b6408cf4856ac414aa6f3d0784231,13854134748,user32_324@gmail.com,684,57667,0.08108718322524104,15,1,12128.895642238775,8349.690897443385,1,0.7725907324633438,48,3946.8485123308383,45,0,0.39566824147659324,0
648be64133fbe7c6e0c12432a5be8f56127bc55779603f04bb6012d0a22f77d9,13916632998,user33_926@qq.com,687,20000,0.1563621957310444,1,5,144578.3884170703,6412.508817661533,0,0.4358610411948688,62,3616.4872923899034,39,0,0.9168947578937747,1
2bcaba14924b575710deda460609c9945ee90750b69c01a104c0f7036fadb9c9,13362322853,user34_596@163.com,737,20000,0.21982453339405175,19,1,37926.77284489559,45827.658039984,1,0.4080590109728377,33,36515.55419106842,53,0,0.5294696323986048,0
57fdcb853721d3669184f48a2f7b4c75df749e97b38439a75464c1913c6e4a73,13322914581,user35_906@163.com,811,288456,0.5697335780186841,37,0,77688.52637655202,96464.42029977785,1,0.13903646290981767,29,14603.287765213168,51,1,0.7860353650518984,0
bc5adda0e33f61b2ce93886a388a4b4b3ae4e100eeba7d837ca77b1d7132cc48,13282802636,user36_724@qq.com,771,20000,0.5719497382234064,90,2,170798.08139715408,35181.479982903475,0,0.6513276955127011,58,11265.626473498376,53,1,0.5203274118385587,0
5d4b3b9348c85479935d9d401075b61bd0b82252e8a44cb3af22b94415795684,13057371854,user37_835@qq.com,720,26082,0.19504359023773732,34,3,129738.0487867891,43371.89089351465,1,0.23754937561509185,35,6266.578678095914,48,0,0.48753612710357147,0
8e1de73f31c14b30e4285ba186f8583215499108f512546fcc0b81f9b499a5cc,13062496172,user38_783@163.com,499,56109,0.655906111972191,69,2,105701.70532646994,24222.54739092199,2,0.16815549408820168,45,6190.887549107843,46,0,0.7370527491144181,0
286e25e41541fe022474348f509b957580efb5269ca5f7f688f0a97c66dc74fa,13565355931,user39_538@gmail.com,792,47934,0.42154268606941203,4,2,252663.36975842252,18810.484940764818,1,0.6871819001276123,30,1650.2498783184599,51,0,0.40942231937535106,0
2dc7672a251ac86c81bdf7c81daacc392a6b6683a69cc45b66367324ef454a2d,13752189958,user40_393@outlook.com,748,73731,0.5459399244405841,8,4,172138.22289847193,31965.433696536722,1,0.4260166876257523,51,13976.646523622006,53,1,0.8347846857784005,0
e058172c2133865bac3f8f21ab067f7e66f15416e953cec0dd2b0f194e47c382,13387771197,user41_610@qq.com,619,76887,0.3003761181308786,126,2,258093.2243971825,910.4509569179198,1,0.8521460413079246,23,3130.569813958965,50,1,0.7791699906841372,0
345bbcf0c328266af8db84170a3c15f71442cc584d21b7c479c4c954b1ca2e9c,13852823511,user42_448@gmail.com,653,20000,0.16019318286373915,78,3,403087.7544162819,1584.1608902137202,2,0.42492018281685767,39,1056.7543290869155,44,2,0.37030885710885514,0
bb2e4389cf478d3dfe1d79ae975ed8f91ae51ebfbb9fe7a70d4fead747a27c61,13338118098,user43_502@163.com,657,100250,0.2129476721993244,9,1,186704.01328395132,29060.655895415348,2,0.018618320586973425,41,4119.384540779235,40,0,0.7389787256199097,0
228558a532899f600c88c14c7d8f67ed9aadca6615ea75b2000e2954993998c8,13293383911,user44_810@sina.com,597,54642,0.04814874011173112,34,2,75477.09184276934,10201.836344164592,1,0.36543434085122484,35,4994.178867230472,41,0,0.6031044687699312,0
01c50b6f5cd9912dfd2391b67ef51ed21556e3e269cb033c8afbb9e26a0ce5fb,13839762959,user45_739@163.com,440,49139,0.253360885526118,16,4,35886.81455617486,16776.539640675262,0,0.10917008034847456,30,24713.269877519917,56,0,0.26263508171366945,0
60d7ccd1e536333ff79f89ddda0a4cc380bd06f9c8e3bc294d006f6c722c3fbd,13757362802,user46_572@163.com,516,50920,0.18858377652427383,22,2,47394.809377624595,38080.65262807622,1,0.19277679162954847,59,13736.51353716169,39,0,0.6534868841965881,0
1ad9658ce7c0754d99c3ac8a502a3fc0196cc111ab8c8c2a6214e5a31ff6a8e5,13665345061,user47_397@gmail.com,541,20000,0.27033130919042486,71,1,75783.7194208381,21518.9118889605,1,0.5154061711671528,47,1502.012874814894,49,1,0.7693325670948282,1
b0a9d658c523d49f8610f1aea0c3d824fefe0a1aede9666ebef78583caff8998,13672879815,user48_671@qq.com,413,30701,0.09192333764001055,47,0,202113.6162731153,40902.48924924728,1,0.3240076808661457,27,17089.653944780046,45,0,0.5441359319520186,1
45f4ca0b78b51baa445862463906d1ae23cc1dc9e117e22000b71264d5e9707c,13164235548,user49_136@gmail.com,516,20000,0.40220786260061975,9,1,6147.468782092516,13581.793901558365,1,0.08288351661161099,18,218.02515621191125,29,0,0.7771585542660135,1
f121aff976c09718dfe56741eb76adba2a2a3dad52b4c1da21c98a9156762ac3,13684004170,user50_758@gmail.com,786,20000,0.17956627785739174,13,2,252528.45875159593,8471.69494620759,2,0.4727389222948616,55,8101.642290724329,54,0,0.5400100427838282,0
e462b12aa98f1a629e26d9a3e265e1f1f23bad1e32d345f90f92cc0df84bb4a0,13372957197,user51_219@qq.com,708,24580,0.21408103219745264,12,3,212906.29152606986,6691.656921902367,1,0.39554750829027985,26,2152.3594907837546,45,0,0.3567319550982886,1
1bfbd3987031d341a0202af0546fd19b4c2cb4ac597c41aae25d7fd9730aee5c,13726486539,user52_521@sina.com,533,70288,0.22345638420184624,54,5,103797.17501738961,3529.9015992573068,1,0.5517124476423176,38,911.4627105947322,41,1,0.6648393377498191,0
d5ef386cbbbc803f4677774c4787d0e896247e64f5b09bd5fd6677db8d9e5cd9,13235576592,user53_198@qq.com,567,45695,0.43993202173506957,24,0,76540.57337332907,937.2648459531295,0,0.4378782578502516,39,1193.3389834850311,56,0,0.5443375752718933,0
350047206d3ec100c4d6ef240e17225009202b6b40d9099fc36abe9c8e731263,13159735433,user54_805@gmail.com,797,51533,0.18884591979875215,108,0,17935.321931777533,1365.3388426009233,1,0.6497809583343716,41,28512.50743965536,38,1,0.5754591420136371,0
0d9db8042bbd5d6215e13f8a6b0b5669adc70edf069c38f0ef5621b9bbb54d72,13893526699,user55_900@outlook.com,794,25410,0.11224506551282697,61,2,51310.51224633006,7901.99845258655,0,0.15100130476699303,18,8451.510142606227,44,0,0.7666043328448748,0
eef045e87bc57ba1a9f6f34c2b1d751b0afdce407e9b250a03ba120007baea6f,13370152218,user56_500@qq.com,658,49071,0.3873461327441834,8,3,17417.40126658312,8157.544093650662,1,0.6263174254485722,33,7733.123399532431,52,1,0.945125203849074,0
fb93b5e7c512c0c1faa6258a35e57ba3ee2b4188edc08299d3673c92fe38b5ae,13244462045,user57_849@outlook.com,790,30969,0.47099682371597734,55,1,256293.0620969784,12022.955594234794,1,0.18052017151187152,37,15738.187373904273,43,0,0.3787260481035141,0
9e43db9d482b0e0ec26f1ad079a882496086b35c0881dda7c0b633dcd8d7bc3a,13268954354,user58_126@163.com,558,77598,0.14204958104145887,25,1,106799.92502701729,22388.76821157064,2,0.5156322224003367,37,3709.1991473993885,52,0,0.6050422936692481,0
1946d8e4d9699b62070f5ec48af6a476a1ee74528107b722cb87b9ac7269d43a,13458938022,user59_580@outlook.com,677,63356,0.39651643888193544,10,6,42511.03957184615,35605.0500719559,2,0.6508177515494227,46,25679.06391981752,44,0,0.4225022264650413,0
abc59e54a87e5850da989df793bf0a3b517cb0d393d00ccd184ac21cd1042550,13286835642,user60_291@qq.com,473,41268,0.015437893190655442,16,8,2738.2441561603937,5506.972959233484,0,0.6809534871753846,39,3764.7575306157405,46,0,0.20678311583383774,1
bafc2fda46fbae77699c0a199ec040bda58886531c761c3cbc5dd5db8b2bd2c4,13083393205,user61_576@outlook.com,606,20000,0.39526094347381585,128,4,111325.71094986232,35599.71636241524,0,0.7668196461461857,43,112.19075020098165,38,0,0.6628438591490641,0
dc1ec95b54595b8e0ddc68c2d017e38c45e649d7bf24f4866f57e1fe251f582a,13520603327,user62_448@qq.com,653,45179,0.22772541642876168,23,0,209201.668315044,3741.2152946108286,0,0.5644063357197175,30,33838.98563074524,52,0,0.5511362829321215,0
27442cdda758de32e248e01a2d3fe4f5a9425af62c5d1805a5f80946c7c03330,13416064170,user63_799@qq.com,447,44088,0.12847319334659535,45,1,218181.98823108178,112059.70429594525,1,0.1711980207058031,58,142.69856447506496,56,0,0.6544374934564734,1
70a6e652a7c85bd189c37f1f2486f58bc59f57ab5454ec90bf2b0512f295eaf3,13311901980,user64_260@gmail.com,721,39953,0.599124419517668,23,4,36201.13172254015,8387.999661774847,0,0.38256404744811556,34,3568.9539622877646,38,0,0.5977221512170519,0
ceece0cb2ef301e9986c561c24020b96c4bc549d5c48e169bb89d5636f5fb50a,13128166854,user65_665@163.com,741,24817,0.4565315243058167,16,3,796619.5887651177,45401.562453662984,0,0.5801615788946038,41,12130.49464486814,42,0,0.8011209665276969,0
0fc314a1897c572649d957104efa7b54c60cb305d11e72dcc6ecc670a6647b5f,13228953733,user66_891@163.com,771,21512,0.35232713646262515,57,4,126170.5026110672,5282.40732265816,0,0.5946418358945303,39,292.84740765717453,53,0,0.660001060231729,1
79640dc1d3d1d17db79eabd9c4036e47395706c4c70431dfaaac90b7d524e416,13526864009,user67_738@gmail.com,850,46999,0.17273207944092359,67,2,60521.645924127995,75216.78076844315,0,0.08799949012687006,43,4127.624092760451,37,0,0.4901878416590471,0
3df6656b22e8e09591402dc58a8310779b860bf2c63c2f2ef8b12e4f7d16a1f2,13924091784,user68_203@qq.com,700,20000,0.2078046019742254,2,1,74836.47174955971,43807.71743065445,1,0.10779083368449645,52,4043.227528430652,39,1,0.7165916642177632,1
ea26d3d5e1a76f84a018eef62c190960a5fa11920a28e7d8ba1be236fe4e0fa1,13883438206,user69_576@163.com,642,29690,0.49637914418005513,11,1,19933.199816363394,11133.331931730792,3,0.2872923593705519,27,14781.227474644755,42,0,0.5719830512879845,1
cb1e5538578c135724ec2246f5b5cf8147a732dd74be685184a4ba597f57f041,13615376986,user70_917@qq.com,457,58075,0.45548272359737313,25,3,101991.95884846544,13681.696475770155,0,0.3757961007358385,47,8774.091659331814,43,0,0.8397761267456072,0
8e80b5c954f3364a124c708387d36eec87c8478eec07fc0c9585fba615d98f84,13797167971,user71_605@qq.com,697,51698,0.37532346227803254,13,2,209934.5644111509,96.13443798314466,0,0.602747830431667,46,984.111294901403,31,0,0.5184596788785703,0
f7a1af4f81684d28cac987b243ceca2485186aab4c892c0b2c5070cce255ff01,13357803368,user72_875@sina.com,717,20000,0.37482076939801157,55,0,78995.01102346323,7239.838931483848,1,0.7093986038357658,40,2255.87093659989,51,0,0.4483734799947445,1
7b59adac4365d21c31657f35d393bea3f375b02810b4612a1524acded4901d82,13276146919,user73_826@gmail.com,487,46111,0.13636418034943393,4,4,302444.83886137535,8537.497311530418,0,0.39711883251312924,40,1357.2175323111485,42,1,0.33939172455038347,0
1627da4b5498c26b16c1ff5c68e2d3a81abbc145bd171eb635e48e8bf52ebba9,13847691574,user74_289@outlook.com,621,184518,0.1877744139153738,57,1,97155.06935662172,15070.722304845196,0,0.25880602696100136,24,529.4589980974408,44,1,0.9323085280553024,0
7e11021674147e9b753bbf76409bb05e9e2b135d71017cab3302d6c2b9639eab,13574578509,user75_404@sina.com,651,62347,0.29741725934457375,34,2,346305.3010835344,3742.9658050982785,0,0.42962120721233776,33,2250.533865501031,36,1,0.7065235381635172,0
c92acd7cc3511fc2fd11b5085e9736b4c58a587027ffd572f9567c12d4975c53,13948543491,user76_712@qq.com,713,29153,0.13970379916592132,12,2,182206.41795909082,16288.947641732304,0,0.7101654457222114,18,29144.306029664032,35,0,0.8230119116893662,0
e936d537dc0db8a4848f770caed019144bb24cffcaaa0e738e2c6f9ef833e60d,13741246691,user77_719@outlook.com,752,103362,0.3268040280444732,15,2,8487.092665982933,27600.810181654313,0,0.7745812570905045,34,8380.895150238564,55,0,0.8372351969285201,0
062396c27bf52645e7a8164e7289cbb6ad3fe6d477450d0020c792aece770fbb,13663155869,user78_976@sina.com,585,210944,0.10251576340290272,7,2,10405.319577203989,11601.82319260055,0,0.44898164165105553,37,8198.739932884198,41,0,0.9246499555804619,0
8deeb670a82a72fce546c7bc6dac7f8ff1956f14b4ca5f5930eb8565c57da8d0,13279668079,user79_919@outlook.com,674,72452,0.2896657887115494,10,4,241495.50866215437,6605.496080614606,1,0.5825577672635485,21,1150.284570655068,48,0,0.77443903645444,0
b915b82eab91f24de81ae682f6e818e1313a6d4a467f3bb6c7c7d046f16fd36c,13116352693,user80_758@qq.com,718,20000,0.40570272232444865,45,2,66200.46422684393,19836.15136327587,1,0.4432166912108029,41,473.14665240001403,41,0,0.5865236213037087,1
118d08fe37f20dca14db94078658c853b0cc6810215bc5a80a0a4b56875a6788,13718306177,user81_445@outlook.com,628,59483,0.5985996662097481,16,2,31468.41865121498,735.8207556359328,1,0.7125418792554004,52,9720.488582591839,34,0,0.5494215778298891,0
e0249e94a71d2c1a1b5dd78f4a3e0be469e8d0ec776ab1c81bbb0f17f570d1d7,13993086949,user82_890@qq.com,599,106833,0.17967524067792426,41,3,300728.5884118628,10419.627861625904,1,0.2292718326430642,40,16502.451390985512,51,0,0.4606996519564865,0
ed14c004e8a36f667c423e1df98fafd91921256403671a1d1d85b805c62aabf5,13426642081,user83_733@qq.com,735,20000,0.4240201527809129,25,4,613911.8721820813,18747.713514270432,1,0.2884333953549375,37,5977.023531501192,52,0,0.7578609042624422,0
91b86cabd9a8f13ff88e997dd5da5869c4865e684ce6571414c4ffc0b038625e,13188056237,user84_659@qq.com,628,76856,0.5880268457399734,5,2,248124.68682320972,10230.91087318721,1,0.31342685785268326,31,12228.710203759592,42,1,0.28114507381595694,0
500c7fb7981a7bb20b7bff39a9678a1d50d9594b6cffa25543e829ce3d33696d,13784044343,user85_288@outlook.com,506,30868,0.26901226383971527,24,1,193718.2877006791,10594.473154006328,1,0.445673981212575,42,3290.640202181471,51,0,0.7467368493091782,0
dcc67659af8a5bd9c3f2f70436e785a3c9660acbb95e6d4b4a1ef3b8fcf7c67e,13580049130,user86_175@163.com,814,104021,0.2883511904992019,50,1,143.85292331728036,47145.709827872095,1,0.32800803726675326,25,5254.531400903694,49,1,0.37041634696192755,0
6c54701b8904f1075635d3036681ea3ea027a1e6b427d921925f8fc3a374fb06,13282533744,user87_384@sina.com,519,34305,0.5405173560457657,12,3,16803.050841912274,67949.40270650953,2,0.33768750181682544,18,2067.4793052915984,52,0,0.7832579355691027,1
6372907643d506eb6200599372d06b688110ede62354cd92a1414ea650c1394e,13431417617,user88_531@outlook.com,638,47790,0.46712361475031855,37,2,166729.0046068202,43918.39754674193,0,0.665650183638783,56,7810.522562712253,41,0,0.8488545458052065,1
44e37fb9d2290076013906904ae6fb621404b833e14b887e77b6d77060bf06b6,13684215452,user89_122@163.com,688,48435,0.22466216694574337,7,3,79034.23288302134,2602.572949093116,1,0.5027547658002455,49,3932.855024024499,50,0,0.8022744577832418,0
7490c083951cee1952769bca69000d3d6a5fa7024c6a6d96831666cfbb90d0a2,13938498390,user90_861@gmail.com,704,64298,0.33057014643465826,5,0,2950.120085510874,8553.190508332009,2,0.1394197425799929,24,10165.149604896165,55,0,0.6501699257352699,0
f793484d474c09bf41bdfb46b719d3b18e78a62297d618a48694fbd65cb8a91c,13956113839,user91_435@163.com,670,51931,0.1256279006552924,16,3,202563.6188747054,31058.6919957966,0,0.6632806432130617,20,12566.558217469517,52,1,0.6891702598261438,1
aebdb4942136dd0fb9af4c3362416cc8269fc6b13d34645301a505e5b70c393e,13073031851,user92_763@sina.com,300,20000,0.4062876336878652,17,5,81390.03893306854,91622.03804715571,2,0.3215142148592199,39,3216.576184946797,45,0,0.6393966892891748,0
61dfb5fb7ec59225d438edd1af8bcd4c3bd000ddbf23d1776cbaa7c176cf7599,13134275000,user93_790@gmail.com,565,29422,0.09165239624415938,51,2,161303.97307469932,6936.084957888846,0,0.571878281205547,38,9104.337851776003,50,0,0.6729994420600617,0
1ebcbbb6e514cbd399840a63d3401b6278eed612d5fe699b2b2f562eca10058d,13463879002,user94_676@qq.com,685,36124,0.11015157316287909,22,2,94761.46332089907,57121.20295432602,2,0.5769062238175503,47,2132.071431964497,47,0,0.6944371328711375,0
05f1d047f8b71d01641d7fb8c713b4fbcad723b85dac7162af4994f0892da86d,13749132066,user95_655@outlook.com,636,97176,0.33431525459424566,3,5,4028.2659522636836,33582.307384721884,0,0.3446588913034932,33,42408.69648707103,39,0,0.4312238951677656,0
50379068259fa242b197bf550be71e701190e10afc06a14977e2121068be4a57,13199453082,user96_826@qq.com,711,53501,0.17291342673686796,36,3,151559.1303337746,102534.78287850483,2,0.4871244063993745,51,26741.230931922033,41,0,0.7000061640238123,0
ea4bc126b70f65de90976dc6a1c4d04236265092a304ca7898ffb1a6e605b6fa,13999677748,user97_701@163.com,772,21459,0.036973747615728886,22,7,232736.2006364304,2456.4637975184723,0,0.6500307924531687,35,6999.282206434833,42,0,0.373878594682692,1
c22883815c22dc191f6e48309f965bce47f2151c93e022f27229ae0c4aaff091,13298084974,user98_295@163.com,710,20000,0.5387436277778086,14,0,25436.292513145727,12552.666457784544,1,0.766483841831131,52,1975.880811189605,44,1,0.45718793130684765,1
ae08eac2321bf27df7c156c0f05c14992d3589d4897ebad20680baf42ac77b45,13467451412,user99_475@sina.com,562,61316,0.18859263878967608,58,4,332574.21212188265,16257.70065892904,1,0.4705981697072973,35,6591.95967735539,46,0,0.5373561384768017,0
b5e8d88b2582016f7e3f5409e0e7b810f9e4d802834d6a9c9465c13f59637ff1,13881649867,user100_493@outlook.com,585,24838,0.20455152707280835,6,3,30053.601589140937,27874.84021412921,1,0.43896337576271777,27,1146.9123648561058,43,0,0.5001537521376896,0
71d917ca998b4b0ddf5efc2af147ca4f1fac3c66b119f3c0447275b019c73e8f,13839673786,user101_788@gmail.com,845,66340,0.22857649270283945,87,5,82444.48861700248,26530.892179402403,1,0.823222270497491,33,8031.291267666267,39,0,0.6011452794517592,0
be3d2cd00df3a4ebf3957373b9bc361ee8da5664b045f8d92570600b81ae2f41,13360736104,user102_195@outlook.com,628,34730,0.08623764686937677,14,3,112358.30505127336,59203.52854806515,0,0.3800288028612691,45,380.9044335023934,41,2,0.9356373203773601,0
19b412c489a663e12138d6bac64306b80876799287bc55b322ee59db47860ff1,13047666644,user103_378@qq.com,638,116784,0.14568108995306372,22,2,56502.29732910186,45608.06694444143,0,0.30674390405289254,42,1347.7684902575086,36,0,0.7345531765425938,0
312fef2006c5c1c72ce1764b33a0f12cc8739a6c79a7b7a9ce99a5c6f79bca4a,13259686917,user104_372@qq.com,711,20138,0.3562444982492932,95,1,104109.29951782401,1424.119697741818,0,0.40647788886037056,38,7644.922466013701,37,1,0.8186149798312937,0
cc5351b9bd82168186fd93355c92e556052eddc9f0e65767d7a2cc7c0613dec3,13317282365,user105_496@gmail.com,798,114807,0.33324802687163085,51,0,190066.91986472497,16664.58472512395,0,0.6265257481534304,25,26143.012802422036,36,0,0.4609035024456857,1
482672c69097103ed0c16f094d63454a6fcc4242ef99db5cc4517c98324c8446,13213958400,user106_175@qq.com,541,79760,0.20011530040725767,2,2,188003.45200576892,13066.603508062251,1,0.6205458853545635,37,7634.019600925802,37,1,0.4863052736324669,0
