psi_token,phone,email,total_orders_12m,avg_order_value,total_spent_12m,days_since_last_order,favorite_category,return_rate,review_score_avg,num_reviews_given,cart_abandonment_rate,mobile_usage_ratio,coupon_usage_rate,peak_shopping_hour,num_wishlist_items,social_shares,customer_service_contacts
6a021e1a18cb8a0e3090a42475ec2e3bc6991d3c1e16b79425ef4bdbd858cb9a,13898987833,user3192_756@sina.com,10,178.71953809561606,2985.736770122766,0,books,0.027889455410930887,3.09305928110181,1,0.6036436196272519,0.9669930403587348,0.4317174407795643,23,8,1,1
44e4714fd2e9f28900ed718c89392bf1ae1664b2d7987b6edbfb8828c5789f37,13660801390,user3497_146@qq.com,9,243.38235459213496,1796.028544116498,16,home,0.019637010608676102,3.497115626734096,3,0.7093756186006082,0.7494770494240479,0.21025902229480303,8,9,0,0
8fb231da9edf69c68663f452850f124d87d827df2abd4fc0982efcf1793fd0cd,13253544959,user1382_616@163.com,9,107.68311564492097,5771.624657426589,0,clothing,0.025692089564984116,3.856742296932967,1,0.4610251334346762,0.6234576280172438,0.5755018173256844,17,7,1,0
2e5bbe69fe99724e49d67ace08ec694a1450ff3abe758cbe83c9a3c036b65105,13954863430,user2329_115@outlook.com,15,131.7636681406609,16143.357649364152,3,electronics,0.16148448869311724,4.702047773451421,2,0.6168781713221986,0.7334799749132274,0.32172360879045675,6,12,3,2
bcf6c0325187b62b20af4f3192f407951a5a201e173eb700cfcd43f99c5277a2,13840446636,user1291_558@163.com,11,120.50047728820829,313.19732524110816,10,clothing,0.2854872413932688,3.700117747348309,1,0.7307634326418211,0.6793231757781361,0.24540387029545205,18,10,0,0
d060c20db361f119022478c206af886201bb93aa5b4e070ee9b3216990a071f2,13639258104,user1184_994@qq.com,13,128.9581160753572,6558.310692425895,11,sports,0.2101681860471171,3.9698749775755817,3,0.5256831204492274,0.85048749954091,0.3837382899684025,14,6,1,1
e801e54210e98895d75f03054db8fe13db73f87ea84819a48e7b522c16dec6a0,13025374137,user519_941@163.com,8,48.220573915446636,2198.1624815712203,26,electronics,0.0013571571348649813,3.9083532147181423,2,0.7286476451625137,0.9183504495813453,0.09964102505396548,10,4,0,1
c32c4e2461fdfc982ee5345caffad27430ef10fb766531d470baaf984383537d,13512438012,user1800_567@163.com,8,77.99057018205546,8095.98900783563,8,books,0.17588037984176938,3.1388730721700906,3,0.6310304982076385,0.806669113705155,0.6191907065898793,20,11,2,2
556b0c876407d115554a33c1f00854d7f5dee4d303cae27e627b66cfd9b15ecb,13565695300,user151_225@gmail.com,10,40.73732550979186,857.0745498207277,4,books,0.03754339161473046,4.80107415483974,4,0.3498443789965898,0.5138286766133322,0.4108503008509348,3,11,1,0
2a786c00a69feb7d18f86dcfbe8445c092036fcb0a9af147af9027d552638d84,13790753994,user2355_209@gmail.com,11,71.28434067410053,9976.563558656708,12,clothing,0.1423941771048521,4.291943702286659,4,0.582572103145997,0.8113707564529938,0.46323420098260154,11,12,4,0
141381b3dd92d0206c79b24be966a694669cf8145110c36410e70a62580c07ef,13176424391,user1630_182@163.com,10,157.80373792518958,399.51496395816724,11,clothing,0.05920410130038079,4.884086214309938,2,0.5284578916044101,0.8003466214738886,0.12856334351574647,7,10,4,1
b349a412ac19f70803571ebb056d09263463ae1daa26e64606c7d7c30a69c23b,13514941947,user2539_122@qq.com,10,76.10485483876491,3948.8500793172398,1,home,0.13036544346274276,3.6838615361097933,2,0.7791134548219917,0.7824613950020706,0.37019898436960685,9,6,1,1
8aee043a5c1ed0df6dc1619b1ff2909e5a65018fd77e92d23017c7674880df9b,13680972768,user3794_165@outlook.com,16,42.82816884565063,11418.022048444185,15,sports,0.11613268801484163,2.8500822598854114,3,0.4426025747426723,0.5128553100994773,0.2458643264465253,2,7,0,0
85c33a28b4ec750952c77a4f6897573b9f81374ee7111769c5a8f9b542ae0d8b,13727288632,user1922_879@sina.com,12,258.9083901472972,4102.678308446279,1,books,0.05685727849722193,3.302894436193004,2,0.31402199940451714,0.8144544893790789,0.6522191669871957,6,5,1,1
fa455746a6752313bddf958e991eb2772ad1a128f6d8340a22fd8f365396834c,13483815780,user995_602@qq.com,14,195.96873171355023,1375.9752373697197,23,books,0.09630913298662135,4.7077940911440175,4,0.7474954359853808,0.8902624052195568,0.37908914618928935,7,10,4,0
cfed6d06357e4b67f33020d27edf06cb6fd9e5c01d2bf44e049c2507f2a5ea8f,13534828593,user3138_379@gmail.com,13,94.90992545087984,12632.220413221694,1,sports,0.15173593466691693,3.2161717050719387,3,0.6953342669731222,0.8381962597707496,0.4282138923250201,17,8,3,0
fbcaf58a20d5f0879d7fde153c5b9f1ca01b941df9906e2379dd0c95822427f5,13137179437,user2736_955@sina.com,18,155.5237010021845,3054.884916221091,4,clothing,0.04988947690284917,4.53987950547796,6,0.8932656042692106,0.8047334504996483,0.7918639566143745,14,11,2,1
47049aea811c0a2bf024c350f46b807bf3fe0dae0e70a48f547b2eb3242c150d,13887956772,user2220_517@sina.com,19,96.35344162052738,1803.4616852149456,5,clothing,0.34083311718231757,3.8577680932919916,4,0.41732904754377,0.7303939454073682,0.15058782742207624,17,13,0,0
9764682547d5ef355d9096656c61e920f4e4c01ea8e1647c2d3de47de08b8b29,13762484429,user4042_797@outlook.com,13,91.4527651016287,303.30312995293184,5,sports,0.0070996236804697,5.0,4,0.9014024597353392,0.8245983564220539,0.42196518865614413,13,7,3,0
64c11a64265c397ef0aee3ed26f0898fb188f0abb1bcf7ba89d1ba07142c386d,13530567917,user331_172@qq.com,16,74.39221129414138,892.9963889250874,6,clothing,0.02283813324610614,3.3344764259255273,3,0.5464001169112702,0.7742651775858369,0.2938565143828812,4,6,0,0
c04a5b9bcb33e6a369909ca3aba72b9bf838b75d119924730a8addcd6fca5051,13164586315,user2902_361@163.com,10,39.337981166549085,50000.0,25,home,0.37042338875797287,4.9344686825739466,2,0.5796597414043608,0.9216128387177955,0.09381558929213252,20,10,1,0
c43e94f4abe167857d9536a40b32e4ea95e2938e4aaf8a62923696fc173a014b,13433078133,user534_465@gmail.com,13,92.83372123617856,1417.567216401363,8,sports,0.021946703027126705,5.0,2,0.41351416737679314,0.6806104931216251,0.2891974111766429,23,7,1,1
33ff3c892c25db43d1864f9fb67d86bd9fcf489dcb015179faf4925b288e3037,13892716158,user2496_339@outlook.com,11,77.19768379864077,962.486265237899,1,home,0.010037853239239546,4.115950447917663,1,0.8092607310250751,0.8467075294022866,0.5810752753889084,17,11,1,1
bd019f2a045038fdabb49c90699e463d0bf1238b8eeaa03df4eeb4be7f5841bd,13689636249,user2195_988@gmail.com,15,151.48203789631984,795.8453675155816,9,books,0.0201657850849141,5.0,6,0.9275970899549885,0.7657623916022128,0.13426396338766478,1,7,0,0
57d1a28a255ca9848a2ecb43e2c6fbcb4601277fe3f470a8438b5f924ac4b51c,13855342752,user1439_691@163.com,14,112.09112108646542,6270.83694085714,0,sports,0.17758061466133807,2.928937434892533,5,0.6262054758851754,0.6421950953779393,0.038705103217030905,8,8,0,0
11dc695e4edeb916d5bd51a349a8bf9959cc7478e1c3888b9b0bff818a0702c8,13948096807,user1031_887@sina.com,13,92.07300122823229,3084.9537036834477,9,clothing,0.03953100120191704,3.877893517023099,4,0.9340908160830668,0.680173916300025,0.4647164479368579,8,8,4,1
245fdb5d33ef5948e262f5e1eed80a8474af6ce7fa7f2b12adfbf00a53076310,13827244343,user917_986@163.com,15,13.86760742836415,8185.463030166138,7,home,0.26537625653201896,5.0,1,0.832208851426558,0.47793843969316396,0.38264495624816,9,8,1,1
c0b9fb5107de47cf19eaf6388a83f3fed06375e2a521fdd39359d945d8d35806,13942055407,user4067_835@qq.com,18,89.53898375934853,13649.977882125844,8,sports,0.14690509177877753,3.837344597892188,5,0.3942627309913976,0.6659653273456257,0.4123466546613304,20,5,3,1
7ec65459e6d73c2b82a2e098bdc7776b1e3b2c8bb4be8d04ab54eb42a419b754,13687567948,user1638_692@outlook.com,11,508.1487249070671,3115.769843535709,6,books,0.11598099923783219,4.549200657599062,3,0.35943280860854854,0.5534704308354955,0.28698445463066746,23,7,0,1
e75aa6b79ff9025d62b2e302ee23806c2d6b432720dedac68d422d0d2593ef4f,13189722233,user2062_829@qq.com,15,136.5815828891307,1605.3370963378652,1,clothing,0.0034982640269959216,5.0,5,0.9455810946798607,0.6945183516314078,0.5721464244459847,20,8,1,0
e15756fd683a569c838c531baa150cfd1b5943d5ca5bcfc932d1c783f29efea0,13673155930,user3404_417@sina.com,12,316.71934513791433,1803.404357041639,42,books,0.18962191301322795,2.932490924708218,5,0.7704954729748152,0.8360671866439294,0.3537149112549377,2,3,0,3
beedeefe07d1c6686c999c4a3d6562cc95f4c8be62149698b5fa9dbd4195d117,13544535507,user817_763@gmail.com,15,51.2787591800274,2727.579133207626,10,clothing,0.06746794320922934,5.0,2,0.23428192383205612,0.8229520954625879,0.5054354264716682,12,8,1,1
a6c3a8ae4f137f2e19c3550693ece80bc658782250589f5df5d84a44b797f562,13593128552,user801_713@outlook.com,12,96.82109466409477,1674.5187126143428,13,sports,0.06177696806268991,5.0,1,0.5796131074525406,0.8228852105848072,0.4377690176721172,20,4,1,0
8e1bae081be32b39896415a88592ef095d93543197bbadc59f5dce145b827abf,13540529207,user3747_624@sina.com,19,127.49766665761467,5821.013241094967,10,home,0.16502190046818685,3.894674420081757,4,0.13692277281009832,0.5997353559793279,0.7069879295583466,16,12,1,0
92d94afe2f6328214bb8b16eaf16df8e2ecf351af95c3e8a809cbf9644723472,13349708972,user888_737@qq.com,14,233.8582751145019,2393.110093379806,4,clothing,0.023673420160125115,3.575004097643107,4,0.13827301265411326,0.7971276220807825,0.228077225662245,6,5,3,0
be182004441a968ea497cb745f5965349b4e610ef8edac4eb8547d44a5ca83ab,13549374963,user2033_946@163.com,10,68.52777926641866,7181.793802599041,39,clothing,0.006292434727244181,4.153188058788224,1,0.8663475458342046,0.801472277386264,0.7157160742345162,21,5,1,0
040bb87742430f6b6dde946ef9ee5fd40912cb19e9e82a41716356c3446d04de,13078112421,user3151_919@163.com,16,651.1358193225564,843.8299852248821,29,clothing,0.13682028734364232,3.208768048573689,4,0.5269423673631378,0.9602660946451064,0.42824330572026464,18,4,2,0
0dd97e7d4b8dacee3d29a589b9e7511ead4944c0c66f4540df62a53cf3c624a1,13445018274,user3760_499@gmail.com,9,427.5544910572115,1325.8399262599562,12,electronics,0.17548022893173343,4.008560312381479,0,0.3737618273789613,0.9109164920096277,0.25900241028708487,23,10,3,1
336d26b70784766ee945b36bf044f2370d91082dd479de6b55117a7174e3f3eb,13656905595,user760_563@sina.com,18,26.110853260828872,646.3935559515028,12,electronics,0.08055828921801292,4.735689461666242,1,0.40624356175862436,0.9142011084596086,0.34707416405426395,1,10,0,0
6d2d3e606e1b847e71dfab1f8e37d7382e6958b365667092f7de2561a93872da,13590072641,user1259_571@outlook.com,9,79.40943700508718,2285.0229321723887,5,clothing,0.04385243005576193,5.0,4,0.8319342852915727,0.7053020900631809,0.5517991252183156,6,6,2,0
327b8442e5588598c5fef8f6e4b9bfca4df12920d54e9e19ebe9421b6bd12f69,13192348923,user1749_102@outlook.com,10,62.83262432108252,12801.252025299009,19,clothing,0.04251740063666808,4.511270229149779,6,0.8196656514133805,0.7696037657934516,0.3358051529571969,3,8,0,0
d80efe2d0daa71967d9cacd3d5d3ccf4dd593f34b12a292569029866269274ce,13862431149,user3567_496@outlook.com,11,33.62446837755324,147.04535331483422,26,electronics,0.13887432298984836,4.694185735862647,2,0.7777276423743057,0.8324305767939373,0.5273955045130005,7,10,0,1
79ddbbc2e7594d36c2fb9a450cc97961b61b643dfd4adaad0315caf91ac69ecb,13618835798,user2233_972@qq.com,16,101.92272628980687,2896.1769373110747,4,electronics,0.09182434293336751,4.302306128158653,1,0.4581933789354146,0.55746531762458,0.49597148687608233,5,4,0,0
8517aba204d3833a9a80fab3e5c683aa0c5138397aaf18091771f750ab6f5fd3,13433927705,user3514_746@163.com,5,123.07585116118581,597.8544767434767,18,electronics,0.06440282538140334,4.745926396387921,3,0.532263661565882,0.6125067349295775,0.028608606622680957,15,4,3,0
414d7731d921176fa33a5cd8dea848fdb9fa3b17beef8aff4ea5a0da02b2f486,13498307995,user2904_171@outlook.com,12,309.24213264573456,4164.902670273007,19,electronics,0.06992861241240196,2.7967771430136663,5,0.7778611647313209,0.6243206315227406,0.5472381257515923,15,5,2,0
5120118f6b539c5ce1a835055d2c4828c00e1f70733e6fef09aac7048d8173ba,13168116606,user1088_984@sina.com,9,121.44470981594878,409.58541637944154,13,home,0.2217996390741902,3.3488464820505865,7,0.5089087585559714,0.8549613993603108,0.19098055495646185,4,7,0,0
0d306ac12dc4f227b3833decd5fdffd6655c88cccb42e0edc5b61a055331bd8a,13986024199,user1195_631@gmail.com,12,79.54343816019839,814.7832631467085,14,books,0.0276600210644382,4.859639491731069,3,0.6078811846177417,0.9336187369094043,0.36097806398779125,18,9,1,0
31eb57495161c06eca1aea5bf6006ddceb415cb82a7be6ba598aadfcfcb6da86,13515602187,user3703_161@sina.com,10,155.9535451896447,2373.5299238212806,8,clothing,0.041636738504336204,3.25777953537302,1,0.5863641354778579,0.6630240264713007,0.46083046787772275,1,6,1,0
8fb5982831a0c602941f5b44353fcc167b17e22fdea534423da3fb900f899076,13288514679,user2256_917@outlook.com,20,335.7832917429157,927.4723631451341,9,clothing,0.31738189196529376,3.7502533987927302,2,0.8977257800609583,0.9395911440655812,0.7020483971329607,5,8,1,2
b24c74781ea05e3a738a5c29824d2bdb01c71d4f99fb393a48f15bb312b536c8,13379224381,user3939_116@163.com,9,17.348213669254175,252.79831574390536,5,home,0.23884933644922882,4.216893867588452,7,0.5716014355222484,0.6889791521869139,0.42885448059230796,16,11,1,1
57a470c748d2b5ba3c94e34bb4ce29d4010fd7d7edf3e15dfefe833bdbb84626,13250661947,user2733_393@sina.com,12,288.0147834645954,2838.307401622439,4,clothing,0.1894277314082437,3.3247559208133146,5,0.5966958995166841,0.6853931842629796,0.24126079992646215,1,9,0,0
092c2c2f30e2d449067c52cb074fb1006f0ed656f6012b451caf7bc5fedf6eae,13821251885,user2600_893@sina.com,16,229.62621982029782,990.8633887186569,17,sports,0.14001230521063712,4.465625290787873,2,0.5633009844974339,0.8840671468771624,0.6136259676415229,6,7,1,0
fa30452f084ab4fcbc8199580ad8aaff3026cf069103907d8b850629e5bcc287,13434998160,user3107_573@sina.com,9,281.83694418983447,424.45191502610066,0,books,0.26026194964116417,4.385688189459549,6,0.43804342164684557,0.8844217469946265,0.38730491271228634,7,2,1,0
d8ddc1cf7efe8b9c495db47b14f804eb4ab7f1de226d01d07c81c025e1e9fc0f,13760776611,user1430_912@163.com,11,10.273135369784569,2259.970558144443,11,sports,0.01967727786139694,5.0,4,0.3877237086292275,0.6531508239494936,0.4174244966596235,22,9,2,0
83f65aaf2e8ddfcbe3a52e341aa61c270d464c655ee979a51bc6592d723378e1,13115834377,user1717_626@outlook.com,10,291.7235672129226,131.91056499058683,23,electronics,0.01604038828869071,3.514498561710643,3,0.7876055768016835,0.8629179425889827,0.681717548743033,9,6,2,1
ef6a0f458139e118f55cc1eba535a172968b425b759ba886202693afadf3fba7,13711552958,user547_553@qq.com,9,88.14175282408856,300.1439165318839,11,sports,0.19410255436689577,4.1765861222719165,4,0.3264859187738487,0.7867902617631993,0.24117342890299986,20,6,3,0
ef8d70f51d3c11652df95eba082ea63a18fe303c705593c5bb8a1f14ebc96368,13060433257,user4104_249@sina.com,11,211.2337279781303,9063.502293014468,9,electronics,0.08700456287904418,3.7337672629819876,2,0.27958596571687033,0.767823598364792,0.6954778045903656,20,11,1,1
c57df2adb0e25cb82ba74045cd50a2f1be9e3acdd80fd9bbda2374cd514c5439,13792655637,user4198_256@163.com,12,67.07860215147635,1750.023918151093,25,books,0.2272971967829787,4.90636662422008,4,0.8088151418341504,0.9651563065356592,0.4275185579931156,10,11,1,1
20b5b22c487510f1da19a347bcecedc533a99016031791e0cd95176ba7a58013,13796679520,user2380_915@gmail.com,13,56.17819795495506,2420.616460727634,4,home,0.33761090544827527,3.280597298414732,4,0.8224603398498147,0.8196555790465682,0.5106558621412158,11,9,1,1
dd04c17b8a439ffe93f4df7d95b45608e7c688f4b069e2ac4790c72a8584dd58,13680051158,user341_123@sina.com,16,293.9497713111553,361.286354123141,9,electronics,0.08760098905572114,4.506287550068754,0,0.26937473527822636,0.5305799781199906,0.4422026069738652,11,11,2,0
cc2e4da57bde62da63b2245b2c045130ef02fef43db2b08a36e963068830fac9,13328531753,user3030_459@qq.com,16,43.5514738655232,405.6365107549147,19,books,0.013369219235450635,4.528568742400882,6,0.23960165442870135,0.5940997428840047,0.27004251254174333,13,10,0,0
c914f53ae865d36853b59f307cecda8413858c5f14b381fb79e3131b4efbb06e,13426945757,user3481_238@163.com,14,46.008989843924255,1379.652547012966,25,clothing,0.0507556123198832,4.276002899375341,2,0.6061648197870562,0.8428231535793613,0.39277891438088974,0,7,3,0
eafae1a1414786db46b02314db0bacbb4417161717da7687849843bb3acfae6e,13277289899,user3221_278@qq.com,14,108.05935349931342,2068.6297658196295,15,home,0.011100490633105699,4.058195164667479,3,0.5760503101763511,0.9073988608671083,0.4947729875309995,0,11,0,1
bb8198686417ccff9889a397a1c9b31db853773092648a0727bc9ff1c9d6476e,13266047742,user2181_119@outlook.com,13,53.66831946269925,14061.647799838514,28,home,0.04076331058310743,4.119939787554959,3,0.8041600223980091,0.6886462022572358,0.407461419769863,8,11,3,1
08cde484212994959922cd7a9070321282d46f18b0a63aa5733d10900605c340,13613047339,user2950_975@outlook.com,8,141.00452340517054,5947.090698220095,20,electronics,0.040391437903076,3.1801187153216244,7,0.2621915832171006,0.8403505002945232,0.49835670681768623,4,12,4,2
4463396d8f48d930c329101de64ea30a4c654a9ba1ebfd9bc5f2aa4a980b9d4f,13917693940,user2961_295@qq.com,6,31.659147806533085,189.83375341727677,0,home,0.11930119074081477,4.58369412110116,5,0.5029820902235457,0.7555258954499234,0.45216182276653927,20,16,0,1
2f5b422068e6bf0cd0dbb6f31c81aaac08fa8a03e273153297317e42e8d804e6,13488777170,user3612_762@sina.com,7,121.73615314714596,5321.905706184454,7,electronics,0.04756568846620215,3.954259186969863,3,0.6500701605721514,0.3160212805229896,0.12693220898498392,19,8,3,1
e9cdb85f31c7bc21911fd4f0997520cd9c14ec32b5389df6dff2d4c0a1963f9b,13956757748,user1091_121@163.com,11,26.99122093474811,1534.7634831186165,6,sports,0.05979536061210822,5.0,4,0.46718817804851975,0.6198322605110045,0.6558749733019905,5,14,0,0
1f59880ad382637dc5223a59b4d872a8a2e2943e9d0f2adc36bd4ff023e7894d,13641988082,user3203_170@qq.com,12,165.21585597596294,3827.5888957119946,27,home,0.028083014111642723,4.418471098833623,1,0.8256925635437928,0.5460413401036854,0.28876058061446963,10,8,2,0
de12b924e50e9792118b09da6ae6da9c5a2aecddb077f575fb40ea7cacb6b93f,13531737568,user1198_653@163.com,11,28.583395694943043,1672.704969397103,4,home,0.03250386842761398,3.5857145944757285,1,0.589834001391907,0.9489434164349063,0.3100494821668107,18,6,2,0
3a3aa3989e486b3ba204531e259bae2a81d2a80ff2aa882fae146c9155828713,13120541701,user3950_986@sina.com,7,26.483929657854638,161.6405493445271,11,home,0.002440687094625522,4.2837647593600705,2,0.33502250975967024,0.4203176061779482,0.08706864066034443,19,6,2,0
